// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 5 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\9e01ba35-7f38-4698-be65-c5173ea14309
// command took 2,05s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\9e01ba35-7f38-4698-be65-c5173ea14309
// command took 3,17s and exited with 0
// ***** Done, took 00:00:05 (5.39 sec)   *****
// Found 5 benchmarks:
//   ArrayAccessMethods.ForCacheArray: Job-NWWSJS(Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.For: Job-NWWSJS(Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.ForEach: Job-NWWSJS(Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.LinqAggregate: Job-NWWSJS(Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.LinqSum: Job-NWWSJS(Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: ArrayAccessMethods.ForCacheArray: Job-NWWSJS(Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "9e01ba35-7f38-4698-be65-c5173ea14309.dll" --benchmarkName "CSharpBenchmarks.ArrayAccessMethods.ForCacheArray" --job "Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1" --benchmarkId 0 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\9e01ba35-7f38-4698-be65-c5173ea14309\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-JZTKCY(Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

OverheadActual  18: 3 op, 400.00 ns, 133.3333 ns/op
OverheadActual  19: 3 op, 500.00 ns, 166.6667 ns/op
OverheadActual  20: 3 op, 500.00 ns, 166.6667 ns/op

WorkloadWarmup   1: 3 op, 263935300.00 ns, 87.9784 ms/op

// BeforeActualRun
WorkloadActual   1: 3 op, 260010300.00 ns, 86.6701 ms/op
WorkloadActual   2: 3 op, 261324400.00 ns, 87.1081 ms/op
WorkloadActual   3: 3 op, 263629700.00 ns, 87.8766 ms/op
WorkloadActual   4: 3 op, 259874400.00 ns, 86.6248 ms/op
WorkloadActual   5: 3 op, 259649300.00 ns, 86.5498 ms/op
WorkloadActual   6: 3 op, 264671900.00 ns, 88.2240 ms/op
WorkloadActual   7: 3 op, 260172000.00 ns, 86.7240 ms/op
WorkloadActual   8: 3 op, 264885400.00 ns, 88.2951 ms/op
WorkloadActual   9: 3 op, 260279400.00 ns, 86.7598 ms/op
WorkloadActual  10: 3 op, 260112200.00 ns, 86.7041 ms/op

// AfterActualRun
WorkloadResult   1: 3 op, 260009900.00 ns, 86.6700 ms/op
WorkloadResult   2: 3 op, 261324000.00 ns, 87.1080 ms/op
WorkloadResult   3: 3 op, 263629300.00 ns, 87.8764 ms/op
WorkloadResult   4: 3 op, 259874000.00 ns, 86.6247 ms/op
WorkloadResult   5: 3 op, 259648900.00 ns, 86.5496 ms/op
WorkloadResult   6: 3 op, 264671500.00 ns, 88.2238 ms/op
WorkloadResult   7: 3 op, 260171600.00 ns, 86.7239 ms/op
WorkloadResult   8: 3 op, 264885000.00 ns, 88.2950 ms/op
WorkloadResult   9: 3 op, 260279000.00 ns, 86.7597 ms/op
WorkloadResult  10: 3 op, 260111800.00 ns, 86.7039 ms/op
GC:  0 0 0 0 0

// AfterAll

Mean = 87.1535 ms, StdErr = 0.2209 ms (0.25%); N = 10, StdDev = 0.6987 ms
Min = 86.5496 ms, Q1 = 86.6700 ms, Median = 86.7418 ms, Q3 = 87.8764 ms, Max = 88.2950 ms
IQR = 1.2065 ms, LowerFence = 84.8603 ms, UpperFence = 89.6861 ms
ConfidenceInterval = [86.0972 ms; 88.2098 ms] (CI 99.9%), Margin = 1.0563 ms (1.21% of Mean)
Skewness = 0.7, Kurtosis = 1.53, MValue = 2

Successfully reverted power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\CSharpBenchmarks.ArrayAccessMethods-report.csv
  BenchmarkDotNet.Artifacts\results\CSharpBenchmarks.ArrayAccessMethods-report-github.md
  BenchmarkDotNet.Artifacts\results\CSharpBenchmarks.ArrayAccessMethods-report.html

// * Detailed results *
ArrayAccessMethods.ForCacheArray: Job-NWWSJS(Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Server
Mean = 8.7559 ms, StdErr = 0.0577 ms (0.66%); N = 10, StdDev = 0.1826 ms
Min = 8.5166 ms, Q1 = 8.6643 ms, Median = 8.6950 ms, Q3 = 8.8785 ms, Max = 9.1459 ms
IQR = 0.2142 ms, LowerFence = 8.3431 ms, UpperFence = 9.1998 ms
ConfidenceInterval = [8.4798 ms; 9.0320 ms] (CI 99.9%), Margin = 0.2761 ms (3.15% of Mean)
Skewness = 0.68, Kurtosis = 2.54, MValue = 2
-------------------- Histogram --------------------
[8.442 ms ; 8.719 ms) | @@@@@@
[8.719 ms ; 8.941 ms) | @@@
[8.941 ms ; 9.220 ms) | @
---------------------------------------------------

ArrayAccessMethods.For: Job-NWWSJS(Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Server
Mean = 10.3693 ms, StdErr = 0.0206 ms (0.20%); N = 9, StdDev = 0.0617 ms
Min = 10.2601 ms, Q1 = 10.3297 ms, Median = 10.3765 ms, Q3 = 10.4072 ms, Max = 10.4737 ms
IQR = 0.0775 ms, LowerFence = 10.2134 ms, UpperFence = 10.5234 ms
ConfidenceInterval = [10.2656 ms; 10.4730 ms] (CI 99.9%), Margin = 0.1037 ms (1.00% of Mean)
Skewness = -0.07, Kurtosis = 2.1, MValue = 2
-------------------- Histogram --------------------
[10.234 ms ; 10.500 ms) | @@@@@@@@@
---------------------------------------------------

ArrayAccessMethods.ForEach: Job-NWWSJS(Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Server
Mean = 8.7840 ms, StdErr = 0.0358 ms (0.41%); N = 10, StdDev = 0.1132 ms
Min = 8.5991 ms, Q1 = 8.7239 ms, Median = 8.7912 ms, Q3 = 8.8235 ms, Max = 8.9614 ms
IQR = 0.0997 ms, LowerFence = 8.5744 ms, UpperFence = 8.9730 ms
ConfidenceInterval = [8.6129 ms; 8.9550 ms] (CI 99.9%), Margin = 0.1711 ms (1.95% of Mean)
Skewness = -0.12, Kurtosis = 1.89, MValue = 2
-------------------- Histogram --------------------
[8.553 ms ; 9.007 ms) | @@@@@@@@@@
---------------------------------------------------

ArrayAccessMethods.LinqAggregate: Job-NWWSJS(Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Server
Mean = 70.0785 ms, StdErr = 0.0713 ms (0.10%); N = 9, StdDev = 0.2139 ms
Min = 69.6202 ms, Q1 = 69.9707 ms, Median = 70.1109 ms, Q3 = 70.2068 ms, Max = 70.3636 ms
IQR = 0.2362 ms, LowerFence = 69.6164 ms, UpperFence = 70.5610 ms
ConfidenceInterval = [69.7191 ms; 70.4380 ms] (CI 99.9%), Margin = 0.3595 ms (0.51% of Mean)
Skewness = -0.8, Kurtosis = 2.79, MValue = 2
-------------------- Histogram --------------------
[69.530 ms ; 70.454 ms) | @@@@@@@@@
---------------------------------------------------

ArrayAccessMethods.LinqSum: Job-NWWSJS(Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Server
Mean = 87.1535 ms, StdErr = 0.2209 ms (0.25%); N = 10, StdDev = 0.6987 ms
Min = 86.5496 ms, Q1 = 86.6700 ms, Median = 86.7418 ms, Q3 = 87.8764 ms, Max = 88.2950 ms
IQR = 1.2065 ms, LowerFence = 84.8603 ms, UpperFence = 89.6861 ms
ConfidenceInterval = [86.0972 ms; 88.2098 ms] (CI 99.9%), Margin = 1.0563 ms (1.21% of Mean)
Skewness = 0.7, Kurtosis = 1.53, MValue = 2
-------------------- Histogram --------------------
[86.266 ms ; 88.579 ms) | @@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=Windows 10.0.17134.706 (1803/April2018Update/Redstone4)
Intel Core i7-5820K CPU 3.30GHz (Broadwell), 1 CPU, 12 logical and 6 physical cores
.NET Core SDK=2.2.105
  [Host]     : .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
  Job-NWWSJS : .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT

Server=True  InvocationCount=3  IterationCount=10  
LaunchCount=1  RunStrategy=Throughput  UnrollFactor=1  
WarmupCount=1  

|        Method |      Mean |     Error |    StdDev | Ratio | RatioSD |
|-------------- |----------:|----------:|----------:|------:|--------:|
| ForCacheArray |  8.756 ms | 0.2761 ms | 0.1826 ms |  1.00 |    0.00 |
|           For | 10.369 ms | 0.1037 ms | 0.0617 ms |  1.19 |    0.02 |
|       ForEach |  8.784 ms | 0.1711 ms | 0.1132 ms |  1.00 |    0.02 |
| LinqAggregate | 70.079 ms | 0.3595 ms | 0.2139 ms |  8.04 |    0.11 |
|       LinqSum | 87.154 ms | 1.0563 ms | 0.6987 ms |  9.96 |    0.22 |

// * Warnings *
MinIterationTime
  ArrayAccessMethods.ForCacheArray: Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1 -> The minimum observed iteration time is 25.5501 ms which is very small. It's recommended to increase it.
  ArrayAccessMethods.For: Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1           -> The minimum observed iteration time is 30.7806 ms which is very small. It's recommended to increase it.
  ArrayAccessMethods.ForEach: Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1       -> The minimum observed iteration time is 25.7976 ms which is very small. It's recommended to increase it.

// * Hints *
Outliers
  ArrayAccessMethods.For: Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1           -> 1 outlier  was  removed (10.58 ms)
  ArrayAccessMethods.LinqAggregate: Server=True, InvocationCount=3, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1 -> 1 outlier  was  removed, 2 outliers were detected (69.62 ms, 71.43 ms)

// * Legends *
  Mean    : Arithmetic mean of all measurements
  Error   : Half of 99.9% confidence interval
  StdDev  : Standard deviation of all measurements
  Ratio   : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD : Standard deviation of the ratio distribution ([Current]/[Baseline])
  1 ms    : 1 Millisecond (0.001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:00:10 (10.61 sec), executed benchmarks: 5

Global total time: 00:00:16 (16.01 sec), executed benchmarks: 5
// * Artifacts cleanup *
