// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 5 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\2185c768-5c6a-499d-a7f2-1dc3d88f4125
// command took 2,07s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\2185c768-5c6a-499d-a7f2-1dc3d88f4125
// command took 3,18s and exited with 0
// ***** Done, took 00:00:05 (5.44 sec)   *****
// Found 5 benchmarks:
//   ArrayAccessMethods.ForCacheArray: Job-IBWOPO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.For: Job-IBWOPO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.ForEach: Job-IBWOPO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.LinqAggregate: Job-IBWOPO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
//   ArrayAccessMethods.LinqSum: Job-IBWOPO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: ArrayAccessMethods.ForCacheArray: Job-IBWOPO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "2185c768-5c6a-499d-a7f2-1dc3d88f4125.dll" --benchmarkName "CSharpBenchmarks.ArrayAccessMethods.ForCacheArray" --job "Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1" --benchmarkId 0 in E:\git\benchmarks\CSharpBenchmarks\CSharpBenchmarks\bin\Release\netcoreapp2.2\2185c768-5c6a-499d-a7f2-1dc3d88f4125\bin\Release\netcoreapp2.2
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Server
// Job: Job-JQIRNL(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)

OverheadActual  17: 2 op, 200.00 ns, 100.0000 ns/op
OverheadActual  18: 2 op, 300.00 ns, 150.0000 ns/op
OverheadActual  19: 2 op, 300.00 ns, 150.0000 ns/op
OverheadActual  20: 2 op, 400.00 ns, 200.0000 ns/op

WorkloadWarmup   1: 2 op, 1082598700.00 ns, 541.2994 ms/op

// BeforeActualRun
WorkloadActual   1: 2 op, 1084107300.00 ns, 542.0537 ms/op
WorkloadActual   2: 2 op, 1068682000.00 ns, 534.3410 ms/op
WorkloadActual   3: 2 op, 1071532900.00 ns, 535.7665 ms/op
WorkloadActual   4: 2 op, 1078492100.00 ns, 539.2461 ms/op
WorkloadActual   5: 2 op, 1070639300.00 ns, 535.3197 ms/op
WorkloadActual   6: 2 op, 1078288100.00 ns, 539.1441 ms/op
WorkloadActual   7: 2 op, 1067989800.00 ns, 533.9949 ms/op
WorkloadActual   8: 2 op, 1080130100.00 ns, 540.0651 ms/op
WorkloadActual   9: 2 op, 1066948200.00 ns, 533.4741 ms/op
WorkloadActual  10: 2 op, 1065032100.00 ns, 532.5161 ms/op

// AfterActualRun
WorkloadResult   1: 2 op, 1084106900.00 ns, 542.0535 ms/op
WorkloadResult   2: 2 op, 1068681600.00 ns, 534.3408 ms/op
WorkloadResult   3: 2 op, 1071532500.00 ns, 535.7663 ms/op
WorkloadResult   4: 2 op, 1078491700.00 ns, 539.2459 ms/op
WorkloadResult   5: 2 op, 1070638900.00 ns, 535.3195 ms/op
WorkloadResult   6: 2 op, 1078287700.00 ns, 539.1439 ms/op
WorkloadResult   7: 2 op, 1067989400.00 ns, 533.9947 ms/op
WorkloadResult   8: 2 op, 1080129700.00 ns, 540.0649 ms/op
WorkloadResult   9: 2 op, 1066947800.00 ns, 533.4739 ms/op
WorkloadResult  10: 2 op, 1065031700.00 ns, 532.5159 ms/op
GC:  0 0 0 0 0

// AfterAll

Mean = 536.5919 ms, StdErr = 1.0322 ms (0.19%); N = 10, StdDev = 3.2642 ms
Min = 532.5159 ms, Q1 = 533.9947 ms, Median = 535.5429 ms, Q3 = 539.2459 ms, Max = 542.0535 ms
IQR = 5.2512 ms, LowerFence = 526.1180 ms, UpperFence = 547.1226 ms
ConfidenceInterval = [531.6569 ms; 541.5269 ms] (CI 99.9%), Margin = 4.9350 ms (0.92% of Mean)
Skewness = 0.32, Kurtosis = 1.38, MValue = 2

Successfully reverted power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\CSharpBenchmarks.ArrayAccessMethods-report.csv
  BenchmarkDotNet.Artifacts\results\CSharpBenchmarks.ArrayAccessMethods-report-github.md
  BenchmarkDotNet.Artifacts\results\CSharpBenchmarks.ArrayAccessMethods-report.html

// * Detailed results *
ArrayAccessMethods.ForCacheArray: Job-IBWOPO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Server
Mean = 28.2539 ms, StdErr = 0.2404 ms (0.85%); N = 9, StdDev = 0.7212 ms
Min = 27.5460 ms, Q1 = 27.6342 ms, Median = 27.9617 ms, Q3 = 28.9340 ms, Max = 29.5304 ms
IQR = 1.2997 ms, LowerFence = 25.6846 ms, UpperFence = 30.8835 ms
ConfidenceInterval = [27.0420 ms; 29.4658 ms] (CI 99.9%), Margin = 1.2119 ms (4.29% of Mean)
Skewness = 0.54, Kurtosis = 1.55, MValue = 2.4
-------------------- Histogram --------------------
[27.450 ms ; 28.057 ms) | @@@@@
[28.057 ms ; 28.631 ms) | @
[28.631 ms ; 29.237 ms) | @@
[29.237 ms ; 29.834 ms) | @
---------------------------------------------------

ArrayAccessMethods.For: Job-IBWOPO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Server
Mean = 43.4168 ms, StdErr = 0.7517 ms (1.73%); N = 10, StdDev = 2.3771 ms
Min = 41.5513 ms, Q1 = 41.5795 ms, Median = 42.5738 ms, Q3 = 44.8584 ms, Max = 48.9897 ms
IQR = 3.2790 ms, LowerFence = 36.6610 ms, UpperFence = 49.7768 ms
ConfidenceInterval = [39.8229 ms; 47.0106 ms] (CI 99.9%), Margin = 3.5939 ms (8.28% of Mean)
Skewness = 1.16, Kurtosis = 3.2, MValue = 2.33
-------------------- Histogram --------------------
[41.316 ms ; 43.247 ms) | @@@@@@
[43.247 ms ; 45.303 ms) | @@@
[45.303 ms ; 48.024 ms) | 
[48.024 ms ; 49.955 ms) | @
---------------------------------------------------

ArrayAccessMethods.ForEach: Job-IBWOPO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Server
Mean = 28.4462 ms, StdErr = 0.0296 ms (0.10%); N = 9, StdDev = 0.0888 ms
Min = 28.3055 ms, Q1 = 28.3777 ms, Median = 28.4585 ms, Q3 = 28.5081 ms, Max = 28.6009 ms
IQR = 0.1305 ms, LowerFence = 28.1819 ms, UpperFence = 28.7038 ms
ConfidenceInterval = [28.2969 ms; 28.5954 ms] (CI 99.9%), Margin = 0.1493 ms (0.52% of Mean)
Skewness = 0.12, Kurtosis = 1.87, MValue = 2
-------------------- Histogram --------------------
[28.268 ms ; 28.638 ms) | @@@@@@@@@
---------------------------------------------------

ArrayAccessMethods.LinqAggregate: Job-IBWOPO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Server
Mean = 432.3534 ms, StdErr = 0.6442 ms (0.15%); N = 10, StdDev = 2.0370 ms
Min = 429.3772 ms, Q1 = 430.5802 ms, Median = 432.9652 ms, Q3 = 433.5026 ms, Max = 435.9391 ms
IQR = 2.9224 ms, LowerFence = 426.1966 ms, UpperFence = 437.8862 ms
ConfidenceInterval = [429.2737 ms; 435.4331 ms] (CI 99.9%), Margin = 3.0797 ms (0.71% of Mean)
Skewness = 0.09, Kurtosis = 1.67, MValue = 2
-------------------- Histogram --------------------
[428.550 ms ; 436.766 ms) | @@@@@@@@@@
---------------------------------------------------

ArrayAccessMethods.LinqSum: Job-IBWOPO(Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1)
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Server
Mean = 536.5919 ms, StdErr = 1.0322 ms (0.19%); N = 10, StdDev = 3.2642 ms
Min = 532.5159 ms, Q1 = 533.9947 ms, Median = 535.5429 ms, Q3 = 539.2459 ms, Max = 542.0535 ms
IQR = 5.2512 ms, LowerFence = 526.1180 ms, UpperFence = 547.1226 ms
ConfidenceInterval = [531.6569 ms; 541.5269 ms] (CI 99.9%), Margin = 4.9350 ms (0.92% of Mean)
Skewness = 0.32, Kurtosis = 1.38, MValue = 2
-------------------- Histogram --------------------
[531.190 ms ; 543.379 ms) | @@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=Windows 10.0.17134.706 (1803/April2018Update/Redstone4)
Intel Core i7-5820K CPU 3.30GHz (Broadwell), 1 CPU, 12 logical and 6 physical cores
.NET Core SDK=2.2.105
  [Host]     : .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
  Job-IBWOPO : .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT

Server=True  InvocationCount=2  IterationCount=10  
LaunchCount=1  RunStrategy=Throughput  UnrollFactor=1  
WarmupCount=1  

|        Method |      Mean |     Error |    StdDev | Ratio | RatioSD |
|-------------- |----------:|----------:|----------:|------:|--------:|
| ForCacheArray |  28.25 ms | 1.2119 ms | 0.7212 ms |  1.00 |    0.00 |
|           For |  43.42 ms | 3.5939 ms | 2.3771 ms |  1.54 |    0.10 |
|       ForEach |  28.45 ms | 0.1493 ms | 0.0888 ms |  1.01 |    0.02 |
| LinqAggregate | 432.35 ms | 3.0797 ms | 2.0370 ms | 15.32 |    0.42 |
|       LinqSum | 536.59 ms | 4.9350 ms | 3.2642 ms | 19.02 |    0.51 |

// * Warnings *
MinIterationTime
  ArrayAccessMethods.ForCacheArray: Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1 -> The minimum observed iteration time is 55.0924 ms which is very small. It's recommended to increase it.
  ArrayAccessMethods.For: Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1           -> The minimum observed iteration time is 83.1029 ms which is very small. It's recommended to increase it.
  ArrayAccessMethods.ForEach: Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1       -> The minimum observed iteration time is 56.6112 ms which is very small. It's recommended to increase it.

// * Hints *
Outliers
  ArrayAccessMethods.ForCacheArray: Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1 -> 1 outlier  was  removed (31.54 ms)
  ArrayAccessMethods.ForEach: Server=True, InvocationCount=2, IterationCount=10, LaunchCount=1, RunStrategy=Throughput, UnrollFactor=1, WarmupCount=1       -> 1 outlier  was  removed (28.86 ms)

// * Legends *
  Mean    : Arithmetic mean of all measurements
  Error   : Half of 99.9% confidence interval
  StdDev  : Standard deviation of all measurements
  Ratio   : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD : Standard deviation of the ratio distribution ([Current]/[Baseline])
  1 ms    : 1 Millisecond (0.001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:00:29 (29.25 sec), executed benchmarks: 5

Global total time: 00:00:34 (34.7 sec), executed benchmarks: 5
// * Artifacts cleanup *
